Category,City,Country/Region,Customer ID,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Segments Abbrev,Selected Year,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Profit CY,Profit PY,Quantity,Sales,Sales CY,Sales PY,Year
Office Supplies,Los Angeles,United States,AM-10705,Anne McFarland,Other,9/25/2020,US-2020-100573,90004,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",West,Consumer,CON,FALSE,10/1/2020,Standard Class,California,Envelopes,0,$0.01K,,,2,$0.0K,,,2020
Office Supplies,Los Angeles,United States,ZC-21910,Zuschuss Carroll,Other,11/6/2022,US-2022-100013,90045,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,Consumer,CON,TRUE,11/11/2022,Standard Class,California,Envelopes,0,$0.01K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,San Francisco,United States,HF-14995,Herbert Flentye,Staple envelope,9/21/2019,US-2019-153969,94109,Staple envelope,West,Consumer,CON,FALSE,9/25/2019,Standard Class,California,Envelopes,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,San Francisco,United States,HA-14920,Helen Andreada,Other,7/26/2020,US-2020-136735,94110,Airmail Envelopes,West,Consumer,CON,FALSE,8/2/2020,Standard Class,California,Envelopes,0,$0.08K,,,2,$0.2K,,,2020
Office Supplies,San Francisco,United States,DK-12985,Darren Koutras,Peel & Seel,5/5/2022,US-2022-141943,94122,"Peel & Seel Recycled Catalog Envelopes, Brown",West,Consumer,CON,TRUE,5/9/2022,Standard Class,California,Envelopes,0,$0.01K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,Other,10/13/2021,US-2021-145583,95661,Ideal Clamps,West,Consumer,CON,FALSE,10/19/2021,Standard Class,California,Fasteners,0,$0.00K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,San Luis Obispo,United States,SP-20920,Susan Pistek,Other,10/30/2021,US-2021-105291,93405,Assorted Color Push Pins,West,Consumer,CON,FALSE,11/4/2021,Standard Class,California,Fasteners,0,$0.00K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Long Beach,United States,DL-12865,Dan Lawera,Other,9/25/2021,US-2021-125402,90805,Alphabetical Labels for Top Tab Filing,West,Consumer,CON,FALSE,10/1/2021,Standard Class,California,Labels,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Long Beach,United States,GT-14755,Guy Thornton,Avery,2/18/2020,US-2020-105725,90805,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",West,Consumer,CON,FALSE,2/24/2020,Standard Class,California,Labels,0,$0.03K,,,2,$0.1K,,,2020
Office Supplies,Los Angeles,United States,PS-18760,Pamela Stobb,Avery,4/17/2022,US-2022-128965,90008,Avery 517,West,Consumer,CON,TRUE,4/22/2022,Standard Class,California,Labels,0,$0.00K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,Los Angeles,United States,OT-18730,Olvera Toch,Avery,6/10/2021,US-2021-113243,90045,Avery 473,West,Consumer,CON,FALSE,6/15/2021,Standard Class,California,Labels,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Los Angeles,United States,SB-20185,Sarah Brown,Avery,5/22/2020,US-2020-149846,90045,Avery 476,West,Consumer,CON,FALSE,5/26/2020,Standard Class,California,Labels,0,$0.00K,,,2,$0.0K,,,2020
Office Supplies,San Bernardino,United States,BK-11260,Berenike Kampe,Universal,3/19/2020,US-2020-113110,92404,Self-Adhesive Address Labels for Typewriters by Universal,West,Consumer,CON,FALSE,3/23/2020,Standard Class,California,Labels,0,$0.01K,,,2,$0.0K,,,2020
Office Supplies,San Francisco,United States,ES-14020,Erica Smith,Avery,9/20/2019,US-2019-156433,94110,Avery 499,West,Consumer,CON,FALSE,9/26/2019,Standard Class,California,Labels,0,$0.00K,,,2,$0.0K,,,2019
Office Supplies,San Francisco,United States,MS-17365,Maribeth Schnelling,Avery,4/1/2022,US-2022-147942,94110,Avery 498,West,Consumer,CON,TRUE,4/5/2022,Standard Class,California,Labels,0,$0.00K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,San Francisco,United States,MT-17815,Meg Tillman,Avery,12/10/2020,US-2020-127502,94110,Avery File Folder Labels,West,Consumer,CON,FALSE,12/14/2020,Standard Class,California,Labels,0,$0.00K,,,2,$0.0K,,,2020
Office Supplies,San Francisco,United States,RR-19315,Ralph Ritter,Avery,11/14/2021,US-2021-149482,94110,Avery 52,West,Consumer,CON,FALSE,11/19/2021,Standard Class,California,Labels,0,$0.00K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Edmonds,United States,BD-11770,Bryan Davis,Avery,9/10/2021,US-2021-165918,98026,Avery 487,West,Consumer,CON,FALSE,9/14/2021,Standard Class,Washington,Labels,0,$0.00K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Seattle,United States,SE-20110,Sanjit Engle,Avery,6/11/2021,US-2021-142405,98103,Avery 486,West,Consumer,CON,FALSE,6/15/2021,Standard Class,Washington,Labels,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Seattle,United States,CS-12355,Christine Sundaresam,Avery,11/12/2022,US-2022-164364,98115,Avery 483,West,Consumer,CON,TRUE,11/16/2022,Standard Class,Washington,Labels,0,$0.00K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,Los Angeles,United States,CC-12475,Cindy Chapman,Other,10/7/2021,US-2021-155033,90032,Astroparche Fine Business Paper,West,Consumer,CON,FALSE,10/12/2021,Standard Class,California,Paper,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Los Angeles,United States,LC-17140,Logan Currie,Xerox,4/8/2021,US-2021-130477,90032,Xerox 1931,West,Consumer,CON,FALSE,4/12/2021,Standard Class,California,Paper,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Los Angeles,United States,SW-20245,Scot Wooten,Hammermil,3/12/2021,US-2021-119270,90036,Hammermill Color Copier Paper (28Lb. and 96 Bright),West,Consumer,CON,FALSE,3/16/2021,Standard Class,California,Paper,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Los Angeles,United States,JA-15970,Joseph Airdo,Xerox,11/12/2019,US-2019-151295,90045,Xerox 1974,West,Consumer,CON,FALSE,11/16/2019,Standard Class,California,Paper,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Los Angeles,United States,LS-17245,Lynn Smith,Wirebound,5/27/2021,US-2021-136994,90045,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",West,Consumer,CON,FALSE,6/2/2021,Standard Class,California,Paper,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Oceanside,United States,CD-11920,Carlos Daly,Xerox,5/26/2022,US-2022-107853,92054,Xerox 201,West,Consumer,CON,TRUE,5/31/2022,Standard Class,California,Paper,0,$0.01K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,San Diego,United States,IG-15085,Ivan Gibson,Xerox,6/17/2021,US-2021-159345,92024,Xerox 1934,West,Consumer,CON,FALSE,6/22/2021,Standard Class,California,Paper,0,$0.05K,,$0.1K,2,$0.1K,,$0.1K,2021
Office Supplies,San Diego,United States,SW-20455,Shaun Weien,Wirebound,7/21/2022,US-2022-145429,92024,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",West,Consumer,CON,TRUE,7/25/2022,Standard Class,California,Paper,0,$0.01K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,San Diego,United States,TH-21100,Thea Hendricks,Xerox,9/27/2019,US-2019-133130,92037,Xerox 1919,West,Consumer,CON,FALSE,10/1/2019,Standard Class,California,Paper,0,$0.04K,,,2,$0.1K,,,2019
Office Supplies,San Diego,United States,AA-10645,Anna Andreadi,Xerox,11/5/2022,US-2022-157196,92105,Xerox 1996,West,Consumer,CON,TRUE,11/9/2022,Standard Class,California,Paper,0,$0.01K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,San Francisco,United States,GA-14515,George Ashbrook,Xerox,6/19/2022,US-2022-138870,94109,Xerox 1907,West,Consumer,CON,TRUE,6/23/2022,Standard Class,California,Paper,0,$0.01K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,San Francisco,United States,EP-13915,Emily Phan,Xerox,12/13/2022,US-2022-122770,94122,Xerox 1975,West,Consumer,CON,TRUE,12/18/2022,Standard Class,California,Paper,0,$0.01K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,San Francisco,United States,GA-14515,George Ashbrook,Xerox,4/17/2020,US-2020-155306,94122,Xerox 1903,West,Consumer,CON,FALSE,4/21/2020,Standard Class,California,Paper,0,$0.01K,,,2,$0.0K,,,2020
Office Supplies,San Francisco,United States,JK-15205,Jamie Kunitz,Other,10/30/2022,US-2022-123491,94122,"""While you Were Out"" Message Book, One Form per Page",West,Consumer,CON,TRUE,11/5/2022,Standard Class,California,Paper,0,$0.00K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,Westminster,United States,JL-15505,Jeremy Lonsdale,Xerox,8/7/2022,US-2022-156776,92683,Xerox 1881,West,Consumer,CON,TRUE,8/11/2022,Standard Class,California,Paper,0,$0.01K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,Orem,United States,MJ-17740,Max Jones,Xerox,7/7/2021,US-2021-106397,84057,Xerox 226,West,Consumer,CON,FALSE,7/13/2021,Standard Class,Utah,Paper,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Edmonds,United States,BD-11770,Bryan Davis,Xerox,9/10/2021,US-2021-165918,98026,Xerox 1945,West,Consumer,CON,FALSE,9/14/2021,Standard Class,Washington,Paper,0,$0.04K,,$0.0K,2,$0.1K,,$0.1K,2021
Office Supplies,Seattle,United States,MC-17275,Marc Crier,Xerox,1/22/2021,US-2021-146318,98105,Xerox 218,West,Consumer,CON,FALSE,1/27/2021,Standard Class,Washington,Paper,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Seattle,United States,RD-19720,Roger Demir,Xerox,5/10/2021,US-2021-161543,98105,Xerox 1965,West,Consumer,CON,FALSE,5/16/2021,Standard Class,Washington,Paper,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Costa Mesa,United States,SE-20110,Sanjit Engle,Fellowes,12/21/2022,US-2022-144827,92627,"Fellowes Mobile File Cart, Black",West,Consumer,CON,TRUE,12/27/2022,Standard Class,California,Storage,0,$0.03K,$0.0K,,2,$0.1K,$0.1K,,2022
Office Supplies,Los Angeles,United States,LC-17140,Logan Currie,Fellowes,4/8/2021,US-2021-130477,90032,Fellowes Neat Ideas Storage Cubes,West,Consumer,CON,FALSE,4/12/2021,Standard Class,California,Storage,0,$0.00K,,$0.0K,2,$0.1K,,$0.1K,2021
Office Supplies,San Francisco,United States,SH-20395,Shahid Hopkins,Other,11/2/2019,US-2019-115889,94122,Adjustable Depth Letter/Legal Cart,West,Consumer,CON,FALSE,11/6/2019,Standard Class,California,Storage,0,$0.11K,,,2,$0.4K,,,2019
Office Supplies,San Jose,United States,HA-14905,Helen Abelman,Standard,12/12/2020,US-2020-134075,95123,Standard Rollaway File with Lock,West,Consumer,CON,FALSE,12/16/2020,Standard Class,California,Storage,0,$0.09K,,,2,$0.4K,,,2020
Office Supplies,San Jose,United States,SE-20110,Sanjit Engle,Tennsco,9/22/2019,US-2019-158225,95123,Tennsco Commercial Shelving,West,Consumer,CON,FALSE,9/28/2019,Standard Class,California,Storage,0,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Santa Ana,United States,EJ-14155,Eva Jacobs,Other,9/4/2022,US-2022-147410,92704,"24 Capacity Maxi Data Binder Racks, Pearl",West,Consumer,CON,TRUE,9/8/2022,Standard Class,California,Storage,0,$0.11K,$0.1K,,2,$0.4K,$0.4K,,2022
Office Supplies,Visalia,United States,LP-17095,Liz Preis,Other,9/8/2021,US-2021-103709,93277,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",West,Consumer,CON,FALSE,9/15/2021,Standard Class,California,Storage,0,$0.07K,,$0.1K,2,$0.3K,,$0.3K,2021
Office Supplies,Orem,United States,TM-21010,Tamara Manning,Fellowes,5/31/2020,US-2020-147788,84057,Fellowes Super Stor/Drawer Files,West,Consumer,CON,FALSE,6/4/2020,Standard Class,Utah,Storage,0,$0.06K,,,2,$0.3K,,,2020
Office Supplies,Seattle,United States,BN-11515,Bradley Nguyen,Eldon,9/17/2019,US-2019-103940,98103,Eldon Gobal File Keepers,West,Consumer,CON,FALSE,9/21/2019,Standard Class,Washington,Storage,0,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Seattle,United States,KA-16525,Kelly Andreada,Other,10/12/2020,US-2020-142993,98103,"Contico 72""H Heavy-Duty Storage System",West,Consumer,CON,FALSE,10/17/2020,Standard Class,Washington,Storage,0,$0.00K,,,2,$0.1K,,,2020
Office Supplies,Sacramento,United States,FO-14305,Frank Olsen,Fiskars,12/29/2021,US-2021-112578,95823,Fiskars Spring-Action Scissors,West,Consumer,CON,FALSE,1/2/2022,Standard Class,California,Supplies,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,San Francisco,United States,PO-18850,Patrick O'Brill,Acme,5/1/2020,US-2020-104486,94109,"Acme 10"" Easy Grip Assistive Scissors",West,Consumer,CON,FALSE,5/6/2020,Standard Class,California,Supplies,0,$0.01K,,,2,$0.0K,,,2020
Office Supplies,Santa Ana,United States,BK-11260,Berenike Kampe,Fiskars,9/22/2022,US-2022-117009,92704,Fiskars Softgrip Scissors,West,Consumer,CON,TRUE,9/28/2022,Standard Class,California,Supplies,0,$0.01K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,Los Angeles,United States,AS-10240,Alan Shonely,Fellowes,6/25/2021,US-2021-118913,90049,Fellowes Mighty 8 Compact Surge Protector,West,Consumer,CON,FALSE,6/29/2021,Standard Class,California,Appliances,0,$0.02K,,$0.0K,3,$0.1K,,$0.1K,2021
Office Supplies,Pasadena,United States,RF-19840,Roy Französisch,Belkin,12/12/2021,US-2021-136686,91104,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,West,Consumer,CON,FALSE,12/16/2021,Standard Class,California,Appliances,0,$0.02K,,$0.0K,3,$0.1K,,$0.1K,2021
Office Supplies,San Francisco,United States,BT-11680,Brian Thompson,3M,4/10/2021,US-2021-123358,94122,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,West,Consumer,CON,FALSE,4/17/2021,Standard Class,California,Appliances,0,$0.04K,,$0.0K,3,$0.1K,,$0.1K,2021
Office Supplies,Seattle,United States,AP-10915,Arthur Prichep,Harmony,12/10/2021,US-2021-128412,98105,Harmony HEPA Quiet Air Purifiers,West,Consumer,CON,FALSE,12/17/2021,Standard Class,Washington,Appliances,0,$0.01K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,Seattle,United States,AP-10915,Arthur Prichep,Holmes,12/10/2021,US-2021-128412,98105,Holmes HEPA Air Purifier,West,Consumer,CON,FALSE,12/17/2021,Standard Class,Washington,Appliances,0,$0.02K,,$0.0K,3,$0.1K,,$0.1K,2021
Office Supplies,Los Angeles,United States,RB-19435,Richard Bierner,Staples in misc. colors,11/25/2019,US-2019-144078,90004,Staples in misc. colors,West,Consumer,CON,FALSE,11/29/2019,Standard Class,California,Art,0,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Los Angeles,United States,AZ-10750,Annie Zypern,Boston,4/22/2020,US-2020-151253,90008,Boston 1730 StandUp Electric Pencil Sharpener,West,Consumer,CON,FALSE,4/26/2020,Standard Class,California,Art,0,$0.02K,,,3,$0.1K,,,2020
Office Supplies,Los Angeles,United States,AP-10915,Arthur Prichep,Other,11/11/2019,US-2019-105270,90008,50 Colored Long Pencils,West,Consumer,CON,FALSE,11/18/2019,Standard Class,California,Art,0,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Los Angeles,United States,CS-11950,Carlos Soltero,Newell,10/21/2021,US-2021-161746,90045,Newell Chalk Holder,West,Consumer,CON,FALSE,10/27/2021,Standard Class,California,Art,0,$0.01K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,Los Angeles,United States,BN-11515,Bradley Nguyen,Newell,12/21/2022,US-2022-163405,90049,Newell 327,West,Consumer,CON,TRUE,12/25/2022,Standard Class,California,Art,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Los Angeles,United States,DD-13570,Dorothy Dickinson,Newell,5/2/2022,US-2022-147844,90049,Newell 34,West,Consumer,CON,TRUE,5/6/2022,Standard Class,California,Art,0,$0.02K,$0.0K,,3,$0.1K,$0.1K,,2022
Office Supplies,Riverside,United States,JC-15340,Jasper Cacioppo,Crayola,12/13/2021,US-2021-102792,92503,Crayola Colored Pencils,West,Consumer,CON,FALSE,12/19/2021,Standard Class,California,Art,0,$0.00K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,San Francisco,United States,HF-14995,Herbert Flentye,Newell,9/21/2019,US-2019-153969,94109,Newell 34,West,Consumer,CON,FALSE,9/25/2019,Standard Class,California,Art,0,$0.02K,,,3,$0.1K,,,2019
Office Supplies,San Francisco,United States,VG-21790,Vivek Gonzalez,Newell,1/29/2022,US-2022-139304,94109,Newell 339,West,Consumer,CON,TRUE,2/2/2022,Standard Class,California,Art,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,San Francisco,United States,CM-12385,Christopher Martinez,Other,1/3/2022,US-2022-111738,94110,Manco Dry-Lighter Erasable Highlighter,West,Consumer,CON,TRUE,1/7/2022,Standard Class,California,Art,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,San Francisco,United States,TB-21625,Trudy Brown,Boston,10/25/2020,US-2020-152891,94110,Boston 19500 Mighty Mite Electric Pencil Sharpener,West,Consumer,CON,FALSE,10/30/2020,Standard Class,California,Art,0,$0.02K,,,3,$0.1K,,,2020
Office Supplies,San Francisco,United States,PF-19225,Phillip Flathmann,Other,9/2/2022,US-2022-110380,94122,Pencil and Crayon Sharpener,West,Consumer,CON,TRUE,9/7/2022,Standard Class,California,Art,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,San Francisco,United States,SJ-20500,Shirley Jackson,Boston,10/9/2019,US-2019-138240,94122,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,West,Consumer,CON,FALSE,10/14/2019,Standard Class,California,Art,0,$0.04K,,,3,$0.1K,,,2019
Office Supplies,Marysville,United States,SF-20200,Sarah Foster,Newell,11/3/2021,US-2021-127250,98270,Newell 332,West,Consumer,CON,FALSE,11/7/2021,Standard Class,Washington,Art,0,$0.00K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,Seattle,United States,GM-14500,Gene McClure,BIC,9/15/2022,US-2022-134418,98103,BIC Brite Liner Highlighters,West,Consumer,CON,TRUE,9/20/2022,Standard Class,Washington,Art,0,$0.01K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Seattle,United States,FH-14350,Fred Harton,Newell,2/13/2022,US-2022-104801,98105,Newell 311,West,Consumer,CON,TRUE,2/19/2022,Standard Class,Washington,Art,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Seattle,United States,CS-12355,Christine Sundaresam,Dixon,11/12/2022,US-2022-164364,98115,"Dixon Ticonderoga Maple Cedar Pencil, #2",West,Consumer,CON,TRUE,11/16/2022,Standard Class,Washington,Art,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Chula Vista,United States,NR-18550,Nick Radford,Tyvek,9/17/2019,US-2019-112851,91911,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",West,Consumer,CON,FALSE,9/21/2019,Standard Class,California,Envelopes,0,$0.09K,,,3,$0.2K,,,2019
Office Supplies,Los Angeles,United States,LH-17155,Logan Haushalter,Other,6/19/2020,US-2020-121965,90032,Cameo Buff Policy Envelopes,West,Consumer,CON,FALSE,6/23/2020,Standard Class,California,Envelopes,0,$0.09K,,,3,$0.2K,,,2020
Office Supplies,Los Angeles,United States,CL-12565,Clay Ludtke,Tyvek,12/30/2020,US-2020-135580,90049,Tyvek Side-Opening Peel & Seel Expanding Envelopes,West,Consumer,CON,FALSE,1/3/2021,Standard Class,California,Envelopes,0,$0.12K,,,3,$0.3K,,,2020
Office Supplies,San Clemente,United States,AF-10870,Art Ferguson,Other,4/23/2021,US-2021-126270,92672,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",West,Consumer,CON,FALSE,4/27/2021,Standard Class,California,Envelopes,0,$0.04K,,$0.0K,3,$0.1K,,$0.1K,2021
Office Supplies,San Francisco,United States,PK-19075,Pete Kriz,Other,8/16/2021,US-2021-150343,94110,Convenience Packs of Business Envelopes,West,Consumer,CON,FALSE,8/20/2021,Standard Class,California,Envelopes,0,$0.01K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,Long Beach,United States,CS-12355,Christine Sundaresam,Other,6/23/2020,US-2020-139164,90805,Assorted Color Push Pins,West,Consumer,CON,FALSE,6/28/2020,Standard Class,California,Fasteners,0,$0.00K,,,3,$0.0K,,,2020
Office Supplies,Los Angeles,United States,RL-19615,Rob Lucas,Advantus,12/5/2019,US-2019-133830,90045,Advantus Plastic Paper Clips,West,Consumer,CON,FALSE,12/10/2019,Standard Class,California,Fasteners,0,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Los Angeles,United States,TZ-21580,Tracy Zic,Acco,2/22/2021,US-2021-143280,90045,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",West,Consumer,CON,FALSE,2/26/2021,Standard Class,California,Fasteners,0,$0.01K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,Los Angeles,United States,AT-10735,Annie Thurman,Other,7/7/2022,US-2022-106824,90049,"Brites Rubber Bands, 1 1/2 oz. Box",West,Consumer,CON,TRUE,7/11/2022,Standard Class,California,Fasteners,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Santa Ana,United States,SV-20785,Stewart Visinsky,Alliance,5/26/2021,US-2021-148852,92704,"Alliance Big Bands Rubber Bands, 12/Pack",West,Consumer,CON,FALSE,5/31/2021,Standard Class,California,Fasteners,0,$0.00K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,West Jordan,United States,SC-20095,Sanjit Chand,Alliance,11/8/2020,US-2020-123568,84084,Alliance Rubber Bands,West,Consumer,CON,FALSE,11/14/2020,Standard Class,Utah,Fasteners,0,$0.00K,,,3,$0.0K,,,2020
Office Supplies,Seattle,United States,ME-17725,Max Engle,Other,2/19/2022,US-2022-166415,98103,Rubber Band Ball,West,Consumer,CON,TRUE,2/23/2022,Standard Class,Washington,Fasteners,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Seattle,United States,SF-20200,Sarah Foster,Other,9/12/2021,US-2021-128811,98103,OIC Bulk Pack Metal Binder Clips,West,Consumer,CON,FALSE,9/16/2021,Standard Class,Washington,Fasteners,0,$0.00K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,Camarillo,United States,MC-17275,Marc Crier,Avery,10/15/2022,US-2022-154949,93010,Avery 478,West,Consumer,CON,TRUE,10/19/2022,Standard Class,California,Labels,0,$0.01K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Los Angeles,United States,KM-16660,Khloe Miller,Avery,7/28/2021,US-2021-140046,90032,Avery 495,West,Consumer,CON,FALSE,8/3/2021,Standard Class,California,Labels,0,$0.01K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,Redlands,United States,SC-20725,Steven Cartwright,Avery,9/11/2020,US-2020-165057,92374,Avery 474,West,Consumer,CON,FALSE,9/15/2020,Standard Class,California,Labels,0,$0.00K,,,3,$0.0K,,,2020
Office Supplies,San Diego,United States,AZ-10750,Annie Zypern,Avery,2/5/2021,US-2021-100993,92037,Avery 508,West,Consumer,CON,FALSE,2/10/2021,Standard Class,California,Labels,0,$0.01K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,San Diego,United States,FP-14320,Frank Preis,Avery,1/22/2021,US-2021-125850,92037,Avery 475,West,Consumer,CON,FALSE,1/28/2021,Standard Class,California,Labels,0,$0.02K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,San Francisco,United States,EP-13915,Emily Phan,Avery,12/13/2022,US-2022-122770,94122,Avery 49,West,Consumer,CON,TRUE,12/18/2022,Standard Class,California,Labels,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,North Las Vegas,United States,IL-15100,Ivan Liston,Avery,12/6/2020,US-2020-114741,89031,Avery 483,West,Consumer,CON,FALSE,12/10/2020,Standard Class,Nevada,Labels,0,$0.01K,,,3,$0.0K,,,2020
Office Supplies,Seattle,United States,KH-16510,Keith Herrera,Avery,12/20/2019,US-2019-109036,98103,Avery 489,West,Consumer,CON,FALSE,12/25/2019,Standard Class,Washington,Labels,0,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Seattle,United States,SF-20200,Sarah Foster,Avery,9/12/2021,US-2021-128811,98103,Avery 487,West,Consumer,CON,FALSE,9/16/2021,Standard Class,Washington,Labels,0,$0.01K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,Seattle,United States,TT-21070,Ted Trevino,Avery,11/13/2022,US-2022-122490,98103,Avery File Folder Labels,West,Consumer,CON,TRUE,11/18/2022,Standard Class,Washington,Labels,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Inglewood,United States,KM-16660,Khloe Miller,Wirebound,12/15/2022,US-2022-154116,90301,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",West,Consumer,CON,TRUE,12/19/2022,Standard Class,California,Paper,0,$0.01K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Los Angeles,United States,KM-16720,Kunst Miller,Xerox,11/24/2020,US-2020-135545,90004,Xerox 1943,West,Consumer,CON,FALSE,11/30/2020,Standard Class,California,Paper,0,$0.07K,,,3,$0.1K,,,2020
Office Supplies,Los Angeles,United States,PS-18760,Pamela Stobb,REDIFORM,4/17/2022,US-2022-128965,90008,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",West,Consumer,CON,TRUE,4/22/2022,Standard Class,California,Paper,0,$0.01K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Los Angeles,United States,RD-19585,Rob Dowd,Xerox,2/16/2020,US-2020-121776,90008,Xerox 1881,West,Consumer,CON,FALSE,2/21/2020,Standard Class,California,Paper,0,$0.02K,,,3,$0.0K,,,2020
Office Supplies,Los Angeles,United States,LL-16840,Lauren Leatherbury,Other,4/25/2022,US-2022-120222,90032,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",West,Consumer,CON,TRUE,5/2/2022,Standard Class,California,Paper,0,$0.01K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Los Angeles,United States,LC-17140,Logan Currie,Xerox,4/8/2021,US-2021-130477,90032,Xerox 1923,West,Consumer,CON,FALSE,4/12/2021,Standard Class,California,Paper,0,$0.01K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,Los Angeles,United States,GA-14725,Guy Armstrong,Xerox,11/11/2022,US-2022-110842,90036,Xerox 201,West,Consumer,CON,TRUE,11/16/2022,Standard Class,California,Paper,0,$0.01K,$0.0K,,3,$0.0K,$0.0K,,2022
